UabDefec	D50541
UbfPuyan	JN664255
UbfSpec4	JX982123
UbfRadio	X81666
UbfSpec3	EF204258
UbfSchin	AJ278311
UbfS1152	FJ860878
UbfASoli	EU290155
UbfTando	AF509830
UbfTjern	AF509825
UbfTowne	AF509823
UbfUrsin	AJ275038
UbfVaria	KP278590
UbfVenet	AJ295007
UbgCorru	AB188150
UbgMacro	AB025318
UbgSpeci	AB649124
UbgPleio	AB006174
UbhSpeci	KC193210
UbhSedim	EF670651
UknPro10	HE590855
UbjSpeci	EU429322
UbkSpec2	JQ085862
UbkAmami	AB364583
UbkCaesi	AB364589
UbkCopro	AB364579
UbkFulvu	AB364582
UbkIriom	AB364586
UbkLilia	AB668306
UbkLurid	AB364585
UbkSpeci	EU420071
UbkPurpu	AB364588
UbkRadic	AB578855
UbkSpadi	AF163120
UbkVinac	AB668307
UbkYoron	AB364584
UblCyano	AB006178
UblHymen	DQ144222
UblNansh	GQ926935
UblSpiti	AY426714
UbmTaxon	AY172727
UbnArthr	L06084
UbnCapsu	AY362886
UbnDelph	AY362889
UbnEquul	AF381186
UbnEquu2	AF247716
UbnHomin	AY362890
UbnIndol	AY362891
UbnLigni	AY362892
UbnMinor	AY362893
UbnMuris	AY362894
UbnPleur	M75074
UbnPorci	U65583
UbnRossi	AY362895
UbnScoti	Y09653
UbnSemin	AY362897
UbnSucci	AF024525
UbnASuis	AY362899
UbnUreae	AY362900
UboASuis	S83623
UbpSilic	AM980986
UbpASera	AB263096
UbpThail	AB107233
UbqAuran	AJ293701
UbqAurea	AB006177
UbqCaver	AY966427
UbqGlome	AJ293704
UbqHerbi	D85473
UbqLiban	U49007
UbqLongi	AJ293707
UbrAuran	AB058396
UbrBalie	AB447488
UbrBangk	JQ922512
UbrCianj	AB473945
UbrCibod	AB447489
UbrDiosp	AF114797
UbrEnzan	AB058395
UbrFasti	GQ200601
UbrGlobi	AF114798
UbrInage	AF114799
UbrSpec7	KJ504177
UbrRipar	AF114802
UbrSpeci	JN005785
UbrSpec6	GU318361
UbrTerra	AB058394
UbjAAlba	DQ985164
UbjAApis	AB557596
UbjAtram	U49000
UbjBangl	AB331652
UbjCatel	AF154127
UbjChibe	AB264086
UbjChoko	AB331730
UbjCitre	AJ420139
UbjCoeru	U49002
UbjCreme	AF134067
UbjSpe93	FN646682
UbjEchin	AJ420135
UbjFibro	AJ293702
UbjSpec2	FJ157185
UbjFormo	AJ293703
UbjFulve	AJ420137
UbjSpec3	HQ157187
UbjGlauc	AB184612
UbjHalle	DQ076484
UbjHibis	AJ293705
UbjKerat	EU637009
UbjKijan	X97890
UbjLatin	AY035998
UbjLivid	AJ293706
UbjLuteo	U49008
UbjMacra	U49009
UbjMadur	X97889
UbjSpec4	FN646663
UbjMexic	AF277195
UbjMeyer	AY273787
UbjMiaol	EF116925
UbjNamib	AJ420134
UbjNapie	AY568292
UbjNitri	AY035999
UbjOligo	AF163118
UbjPelle	AJ293710
UbjSpe87	AB889544
UbjRifam	U49003
UbjRubro	EU637008
UbjRuden	DQ285420
UbjRugat	U49010
UbjSpec5	FM210337
UbjSpec6	FM210339
UbjSpec7	JF272484
UbjSpec8	FM957483
UbjUmbri	AJ293713
UbjVerru	U49011
UbjVinac	AF134070
UbjVirid	D86943
UbjViri2	AJ420141
UbjSpec9	FR692101
UbjYumae	AF163122
UbsBovis	X81061
UbsBowde	AJ234039
UbsCanis	AJ243891
UbsCardi	AJ421779
UbsCatul	AJ276805
UbsColeo	AJ249326
UbsDenta	AJ697609
UbsDenti	X80412
UbsEurop	Y08828
UbsFunke	AJ404889
UbsGeorg	X80413
UbsGeren	X80414
UbsGraev	AJ540309
UbsSpec5	KC196072
UbsSpeci	FJ617539
UbsHongk	AF433168
UbsHorde	X82448
UbsHowel	X80411
UbsHyova	X69616
UbsIsrae	X82450
UbsJohns	AB545933
UbsMarim	AJ276405
UbsMassi	EF558367
UbsMeyer	X82451
UbsNaesl	X81062
UbsNasic	AJ508455
UbsNatur	FJ234421
UbsNeuii	AM084229
UbsNeui2	AM084228
UbsOdont	AJ234040
UbsOrico	AJ507295
UbsAOris	AB545935
UbsRadic	AJ251986
UbsRadin	X78719
UbsRumin	DQ072005
UbsSlack	AJ234066
UbsSuima	AJ277385
UbsSpec2	EU484334
UbsTuric	X78720
UbsUroge	AJ243791
UbsVacci	AJ427451
UbsVisco	X82453
UbsSpec3	FN552454
UbtSpec5	KC412867
UbtChian	AM398646
UbtChibe	AB514517
UbtChlor	AB514519
UbtCinna	AB514520
UbtCorti	AB514513
UbtIriom	AB581531
UbtLutea	AB514515
UbtSpec4	KF600710
UbtRishi	AB581530
UbtStram	AB514518
UbtSucci	AB514514
UbuSpeci	AB535095
UbvBacte	AB511316
UbuSpec5	KF955588
UbuOryza	EU420070
UbuSpec6	KJ013500
UbvBact2	AB511315
UbuSpec2	EU274339
UbwSpeci	HQ157185
UbwAtrau	HQ839788
UbwAuran	U58526
UbwBrasi	X93185
UbwCampa	AB036995
UbwCapil	AB013495
UbwConse	AB036996
UbwCouch	AM400230
UbwCyane	AB036997
UbwDecca	AJ277565
UbwDerwe	AB036999
UbwDigit	AB037000
UbwDurha	AJ277568
UbwFerru	AJ277569
UbwFriul	FR733685
UbwGlobi	AB048219
UbwHumid	AB037004
UbwIanth	AB047495
UbwItali	AB037005
UbwLigur	AJ865471
UbwLobat	AB037006
UbwSpec4	KC134255
UbwMisso	AJ277572
UbwNippo	AB047498
UbwIant2	AB047494
UbwPalle	AJ277573
UbwPhili	U58525
UbwRecti	AB037010
UbwRegul	X93188
UbwRishi	AB641831
UbwSiame	JX283293
UbwSpec2	EU531458
UbwTeich	AB047513
UbwTerel	AB468944
UbwToeve	AB468943
UbwUtahe	AJ277574
UbwSpec3	EU531457
UbxAAlba	EU706350
UbxSpeci	EU438909
UbxSpec2	FJ805429
UbxRutil	EF601829
UbxSinga	AF237815
UbySpeci	GQ480940
UbySpec3	HQ918195
UbySpe13	KJ504178
UbySpec2	GQ480939
UbyHalop	X54287
UbyLacus	JX485633
UbyMorti	DQ883812
UbyMzabe	HQ918202
UbySpec4	HQ918196
UbySpec6	HQ918198
UbyXinji	GU479394
UbzAcidi	AJ865861
UbzRobin	AJ865863
UcaMirum	AF328679
UcaPreti	AB303364
UcaPret2	AF114800
UcbFerme	X79458
UcbFerra	HQ730135
UcbSpec6	KJ769194
NonBa393	HG798952
UboSchaa	Y12329
UboUrina	AJ439453
UccAerol	GQ421846
UccAerop	GQ421850
UccAquat	AJ626894
UccTerre	EU682684
UcdEquol	AB306661
UceFaeci	AB567741
UceIncen	AM944734
UceMimig	AJ864470
UceKashm	AY880023
UcfAntar	AY027802
UcfCapso	EU290153
UcfCroce	AY027806
UcfLipol	AY027805
UcfSubli	AF170749
UcfVisco	HM485318
UcgPalli	Z26930
UchAerip	AY174107
UciChris	Y17005
UciSangu	AJ276512
UciASuis	AM230658
UciUrina	M77819
UciUrin3	D87677
UciUrin2	AJ278341
UciSpec3	AB818493
UciVirid	ADNT01000041
UcjAlkal	AY822044
UcjEryth	AF005021
UcjFasti	AF005022
UcjFlavu	EF133690
UcjGinse	AB245394
UcjSpeci	FJ042789
UcjMarin	AY166703
UcjSpec2	JF824798
UcjPanac	AB245387
UcjPonti	AM778683
UcjTamle	DQ411541
UckAquar	EU085557
UckSpec3	HE611955
UckBesti	X60406
UckBival	DQ504429
UckHydr2	AJ508765
UckSpeci	GQ365710
UckEnche	AJ224309
UckEnter	X71121
UckEucre	X60411
UckFluvi	FJ230078
UckHydro	FR870443
UckHydr3	DQ207728
UckHydr4	AM262151
UckVeron	X71120
UckJanda	X60413
UckMedia	X60410
UckMollu	AY532690
UckPisci	FM999971
UckPopof	AJ224308
UckCavia	X74674
UckCavi2	X60408
UckRivul	FJ976900
UckSalmo	X60407
UckSalm2	AB027542
UckSalm3	AF134065
UckSalm4	AY987751
UckSalm5	AJ009859
UckSanar	FJ230076
UckSchub	X60416
UckSharm	DQ013306
UckSimia	AJ536821
UckSobri	X60412
UckTaiwa	FJ230077
UckSpec2	AJ458402
UckVero2	X60414
AerCamin	AB109559
AerPern2	D83259
UclAggre	FJ847832
UclHalop	AY207503
UclSalex	AY207502
UywSpec3	JF751043
UcqBact8	KC577450
UcnKwang	DQ830982
VqxBact4	KF876014
UcqBa117	KF977838
UcoMarin	D30790
UcoPfenn	EU445271
UcpBirgi	AF288304
UcpBroom	U87759
UcpCleve	M69186
UcpFelis	M65248
UcpMassi	AY029562
UcqBacte	FJ594057
UcrAlbus	AB076561
UcrSpeci	GQ200591
UcrLitor	KJ729029
UcsActin	M75039
UcsAphro	AY362906
UcsSegni	M75043
ZZZEdone	KF767690
UctBicol	AF159363
UctPrate	AJ310412
UcuBaldr	AB279548
UcuSpeci	GQ504748
UcuCasei	DQ168427
UcuCitre	AB279547
UcuJejue	AM396260
UcuJenen	X92492
UcuLahau	DQ156908
UcuTerre	FJ423764
UcuVersi	AM940157
UcwAlbus	AF503917
UcwAllii	DQ673873
UcwSpeci	FJ607310
UcwAuran	AF389342
UcwSpec2	FJ972171
UcwBracc	AB023359
UcwCerin	D45060
UcwCeri2	AY277619
UcwSpec3	FJ529717
UcwHippu	D45061
UcwHumat	AY618216
UcwSpec5	HM036655
UcwSpec6	AB546308
UcwItali	AY618215
UcwLapid	AY618217
UcwLuteo	AB023356
UcwSpe37	AB847105
UcwMedio	X77449
UcwNeoli	AY507128
UcwRamos	X77447
UcwRhizo	AB023357
UcwSalen	AY507129
UcwSpec4	GQ241325
UcwSubbe	AY737778
UcwSpec7	AB546310
UcwTerre	EF363711
UcwTropi	AB454378
UcwAUlmi	AY427830
UcxKiele	D88524
UcySpeci	FJ418176
UczMucin	AY271254
UdaMethy	FR733694
UdbFerri	CP000267
UdcInexp	AF465833
UdcSpeci	HQ709061
UddDongh	DQ280370
UddPacif	JN837486
WajSpe79	FR827899
UdeFaeca	D88008
UdeFaec2	AJ242986
UdeFaec3	AY296718
UdfBalea	AY686709
UdfBorku	Y12579
UdfDiese	AY683537
UdfHongd	EU438901
UdfJaden	AJ001150
UdfSpec2	KC415169
UdfSpeci	DQ659451
UdfVenus	AF328762
UdfSpe72	HE601937
UdgSpeci	HQ405792
UdgAgaro	JN864027
UdgAgari	JN864025
UdgSpe15	KP136798
VxbSpeci	JQ259859
UdgLectu	AY187689
UdgMikha	AM491809
UdgSpec2	KC662118
VxbPecti	HM475134
UdgUndar	KC261664
UdgSpec3	KC987358
UdhBacte	D89929
UdhSagam	AB063324
NonAmpic	AB795010
NonPorph	AB689189
NonAroma	DQ486493
UdiAlkal	AJ717393
UdiAntar	AJ577141
UdiAquae	EU161637
UdiAquat	EU313811
UdiAquim	AJ575264
UdiBorit	AB197852
UdiBoseo	KF768344
UdiChord	AJ575265
UdiSpec6	JN967625
UdiSpeci	GU072591
UdiHalop	AY264839
UdiHiton	EF488486
UdiSpec2	EF217418
UdiLocis	AY835922
UdiSpec3	FJ669216
UdiManni	AY264838
UdiMarin	AY533663
UdiSpec4	HQ401024
UdiAOlei	FJ231215
UdiOrnit	AY264840
UdiRatko	AJ608641
UdiSpec7	FJ986206
UdiSpe29	KF732813
UdiTerri	DQ178979
UdiVanfo	EF392675
UdiWinog	AJ575263
UdiYeomj	AY699794
UdiSpec5	JN426847
UdjMarin	FJ167390
UdjTaiwa	FJ167391
UdkDenit	AJ418042
UdlAcidi	AB076660
UdlAcido	AJ496806
UdlAcid2	AB059674
UdlAcid3	AB042057
UdlAeris	FM179383
UdlSpeci	AB622813
UdlConta	AB264026
UdlCyclo	AB042059
UdlDauci	AB916540
UdlDisul	AB089843
UdlFasti	AB264021
UdlFerro	EU137838
UdlHerba	AB042055
UdlHespe	AJ133633
UdlKakeg	AB264022
UdlMacro	AB264025
UdlPomor	AB089840
UdlSacch	AB264020
UdlSenda	AB084128
UdlShizu	AB264024
UdlToler	Z21979
UdlVulca	AY425985
VedSpe63	FN995239
UdmBact2	JF922381
UdmBacte	HQ537484
WtbRoseu	JQ923475
WtbSedim	JQ923476
ZjxSpec2	KM007165
VaeLipol	EU183316
UclLitor	AB473549
UdnFinis	EU541604
UdnFisch	X74702
UdnLogei	AJ437616
UdnSalmo	X70643
UdnSifia	AB464964
UdnWodan	AJ132227
UdoAestu	EF660759
UdoAAgri	EU909459
UdoFetal	AF144407
UdoJeotg	EU817498
UdoSpeci	GQ505294
UdpFineg	AY643083
UdpIndis	AB490804
UdpOnder	AY974071
UdpPutre	L16497
UdpShahi	AY974072
UdpSpeci	JF824799
UdqFilif	AJ493661
UdqSpeci	EU874387
UdqHaloa	AJ238041
UdqHalop	DQ359731
UdqSalil	AY671976
UdqSilvi	AB264528
UdrSacch	AY312403
UdsSpeci	AB690566
UdsIburi	AB188091
UdsIndic	AB268549
UdsKapii	AB294171
UdsOliva	AF143511
UdsPelag	AB294166
UdsPsych	AB125938
UdsPutri	AB294167
UdsSubtr	AB555562
UdsThala	AB294165
UdtBacch	FJ438469
UduImshe	AJ784993
UdvEhrli	AF406554
UdvHalod	AJ404972
UdwAmylo	AF250323
UdwColla	AB270706
UdwDelam	X92130
YdvCyan8	KF246494
UdxCroto	AF467248
UdyBacte	EU627628
UdxOreml	DQ250645
UdxPepti	EF382660
UdxTrans	AB037677
UdzMobil	AF114783
NonSapon	HQ191474
UeaDiffi	AJ313020
UebIllin	AF513979
UecHista	AF548373
UedAAlba	EU438907
UedSpeci	JX987892
UeeSpeci	FJ347755
UefSterc	AJ417075
UegBacte	FN386736
UehMinut	Y12369
UehPhaeo	AM712619
UehRenuk	AM399029
UehVinos	FM178268
UehWarmi	Y12365
UeiSemin	AJ410303
UejOtiti	X59765
UekAlbat	AJ512462
UekMulti	JQ306329
UekSpeci	AB841026
WdfBact2	JQ309825
NonARava	JQ039189
VxhTanne	AJ005634
WdfBact3	KF284163
VmaCrice	AB241105
UelSpeci	JQ363617
UelOmnic	AM419460
NonPsych	GU784868
UknPro12	AB231946
UemSpe30	KJ658262
UemAestu	FJ997597
UemSpec6	KC018454
UemSpeci	GU166344
UemEpoxi	DQ304436
UemSpec5	JF751048
UemIndic	DQ399262
UemIshig	AB363004
UemLuteo	AY739662
UemSpec2	FM177586
UemSpec3	EU726272
UemNamhi	FJ935793
UemSpec8	KF924606
UqeBact2	AY676115
UemSpec7	KC520828
UemSpec4	HM028673
UglSpe29	HQ433453
UglSpe20	FM244839
UenAgaro	AF075271
UeoAddit	AY682202
UeoAustr	FJ595485
UeoGenov	AM885866
UeoSp114	AB920393
UeoHalop	EU583725
UeoHispa	AY926460
UeoLitor	AY428573
UeoMacle	Y18228
UeoMarin	AF529060
UeoMac23	CP001103
UeoSimid	DQ836766
UeoStell	AJ295715
UeoTagae	DQ836765
UepCrass	AB087264
UepFilif	AF487710
UgfBact2	FN994890
UeqKapli	U88041
UeqMacau	U88042
UeqTamwo	U88044
UeqVeron	U88043
UerChian	AB303366
XciBac13	AB298740
UesCircu	AY642589
WsgPyruv	AB623229
UetAgano	AJ011760
UetAmino	AJ011759
UetSpeci	FR869633
UetCicer	AF034798
UetLissa	AF107722
UetNiiga	AJ011761
UeuColom	AF069287
UeuMobil	AF073521
UeuSpec2	KJ159211
UevDegen	CP001785
UevThiop	EF554597
NonBa338	AB745450
UewOxala	Y14578
UewOxali	Y14580
UexKyong	FJ527819
UexSpeci	KC251736
UeyCoral	DQ097300
UeySpeci	FJ998414
UeySuaed	KC006961
UezSpec3	HM057160
UezFerme	AF418603
UezIburi	AB736274
UezIndic	AB665218
UezSpeci	FJ169626
UezSpec2	GU213062
UezSedim	AB243866
UezTropi	AF418602
UezXylan	D82065
NonComp2	KF153051
UfaAtlan	AM156910
UfaBalen	AB330883
UfaSpec7	KJ867528
UfaJapon	AB330881
UfbAAlba	AF051340
UfbAlbid	AJ252832
UfbAustr	AY129753
UfbAzure	AJ400709
UfbBalhi	AJ508239
UfbSpe13	HQ651729
UfbBenzo	AY957506
UfbSpe12	HQ651730
UfbCihan	JN989302
UfbCirci	HQ021202
UfbColor	AJ293753
UfbDecap	AJ508237
UfbSpe14	JN656710
UfbEchig	AB248535
UfbSpe10	HM153799
UfbEquin	HQ021204
UfbSpeci	AJ000285
UfbSpec2	AF466101
UfbHalop	FJ606836
UfbHalot	DQ000196
UfbHelve	AB327253
UfbHippo	HQ021203
UfbJapon	AJ508236
UfbJejue	DQ000200
UfbSpe15	JQ819253
UfbKentu	AY183357
UfbKerat	AJ278496
UfbKera2	AJ508238
UfbLexin	AY183358
UfbOrien	AJ293755
UfbSpe11	HQ157190
UfbMarin	EU329845
UfbMedit	AJ293754
UfbMetha	AJ249135
UfbMinne	DQ076482
UfbNigre	DQ486888
UfbNiiga	AB248537
UfbOrie2	AJ400711
UfbPalat	AF479268
UfbPigme	AB327254
UfbPlume	AY262825
UfbPreto	AY183356
UfbRegif	AY129760
UfbRifam	AY083603
UfbSpeib	KF771257
UfbSpec3	HQ668524
UfbRubid	AF222022
UfbSaalf	DQ792500
UfbSacch	AF223354
UfbSpec4	HQ436534
UfbSpec5	GQ381310
UfbRoode	KF771262
UfbSulph	AJ293756
UfbTaiwa	DQ160215
UfbSpec6	FJ581021
UfbSpec7	HQ668525
UfbTherm	AF052390
UfbSpec8	AY129774
UfbTolyp	AJ293757
UfbTucum	DQ886938
UfbUltim	FM177516
UfbUmgen	DQ110876
UfbVanco	AJ508240
UfbSpec9	AF466095
UfbXylan	FJ529702
UfcSubf4	CP002786
UcqBa116	AB917595
UfdBurki	AJ010961
UfeAlkal	EU143680
UfeAlka2	DQ675454
UfeArsen	AF064705
UffPolye	Y18189
UpbSpec4	AB793710
UfgHydro	FJ862996
UfgTherm	U50711
UfhSucci	U96412
UfhThoma	AJ420985
UfiCalif	AY064217
UfiGotts	AF203703
UfiZavar	EF190921
UzpBact2	AB298736
UfjHydro	ABXA01000039
UfjLacto	AF542233
UfjMurdo	DQ911243
UfjOctav	Y07841
UfjPrevo	AF542232
UfjTetra	AF542234
UfjVagin	AF542229
UfkAgile	X98011
UfkPento	X97852
UflSterc	AJ518871
UfmGemin	AF338413
UfnTherm	AB109437
UfnTher2	AB046413
UfoAcida	AF071415
UfpDehal	AF382396
UfqTherm	AJ418048
UfrAbact	M25050
UfrBacto	M25049
UfrVariu	M23934
UfsFurco	GU585668
WhgSpeci	HQ534365
UftGlyce	AJ010960
UzuSpec3	KF601947
UfuBacte	AB298735
UfvMobil	AY534872
UfwButyr	FJ947528
UfwCacca	AJ270487
UfwSpec2	JF412658
UfwSpeci	JX273468
UfxColih	AJ315980
UfyLipol	AB034191
UfzMulti	AB201750
UgaOdori	AJ251215
UgbPhago	U02521
UgcAquat	M62790
UgcSpeci	KC243678
UgcDichl	EU589386
UgcOersk	AM778407
UgcPolym	AY211516
UgcRudon	AY056830
UgcVacuo	AY211515
UgdBalti	AM712634
UgeChiti	DQ836355
UgfBacte	EU287926
UggAneur	X94194
UggDanic	AB112725
UggMigul	X94195
UggSpec3	KJ739787
UggTerra	AJ715385
UggTherm	X94196
UghAmani	AJ535709
UghTetra	AJ535708
UgiSpeci	JQ639056
UgiLuteu	AB512285
VoiBact2	FM998037
UgjAmylo	AJ618979
UgjAyder	AF001963
UgjBogro	AM409184
UgkCaldo	FN428698
UgjSpec3	FJ430012
UgjConta	AJ551330
UgjEryua	GQ153549
UgjFlavi	Z26932
UgjFlav2	HM016869
UgjGonen	AY122325
UgjKamch	AF510985
UgjSpec2	EU926955
UgjKesta	AY248711
UgjMongo	EF654664
UglSpeci	AJ010478
UgjRupie	AJ879076
UgjSpeci	EU326496
UgjTengc	FJ438370
UgkTepid	FN428691
UgjTherm	JF292514
UgjVitam	FJ474084
UgjVoino	AB110008
O46DY226	KC794015
UgmSibir	AF522323
WruFlava	EF554365
UgnHelio	Y11552
UgoSpiri	FR733686
UgpCitra	AF035050
UgpCommu	AF035054
UgpFonti	EF626687
UgpSpeci	GU319965
UgpParvu	AF035052
UgqAerol	FM210786
UgqAestu	GU199003
VjqBact3	AM884149
UgqDeflu	Y15403
UgqLusat	AJ132378
VjqBact2	AM884145
UgqSpeci	KC840671
UgrArcti	AB074523
UgrPolym	FJ562215
UgrPutri	AB076000
UgrSerpe	AB074518
WpkSpec4	JQ680032
WpkSpe27	HQ433456
WpkKoree	AY616012
WpkSpe67	AB859945
UywSpec4	JX235670
UgsLusit	AY359282
UgsSipho	AY359283
UgtPyrop	M83548
UguBalti	AJ744861
UaySpeci	JN033775
UgvBacte	HM475137
UgwAgari	FJ750453
UgwSpec6	JX050189
UgwSpe31	KF906719
UgwBrevi	AY987367
UgwSpec3	HM998909
UgwInter	AM113977
UgwLater	M58769
UgwSpec4	JN118549
UgwMacro	AB517144
UgwSpec5	KC476292
UgwMuell	AY608406
UgwSpeci	HM998910
UgwSpec7	KC476291
UgwSpec2	FJ882164
UgvBact2	FJ348470
UgxVorai	AY544768
UgyTerti	DQ656489
UgzSpeci	FM179321
UhaElong	AM911047
UhbAsiat	AM404263
UhbSpeci	KC577145
UhbSpec6	HF954114
UhcIsStr	DQ986200
UhdDenit	EU594330
UhdMagnu	DQ018117
UxsSpec2	EU672808
UheSpeci	FR846134
UheHaemo	AJ234059
UheHippo	AJ300767
UhePhoca	FR749960
UhePhoci	FN562996
UhePlura	AJ250959
ArcFulgi	AE000782
ArcInfec	AB274307
ArcProfu	AJ299219
ArcSpec2	FJ810190
ArcVenef	AF418181
UhfGephy	DQ768106
UhgAquat	AJ535729
UhgSpeci	FJ593908
UhgSpec2	HM357635
UhgRosea	AM948969
UhhSpeci	FR686494
UhhBival	FJ573217
UhhButzl	AY621116
UhhCibar	AJ607391
UhhCloac	HE565360
UhhCryae	L14624
UhhDeflu	HQ115595
UhhEllis	FR717550
UhhHalop	AF513455
UhhMarin	EU512920
UhhMollu	FR675874
UhhMytil	EU669904
UhhNitro	L14627
UhhSkir2	L14625
UhhASuis	FJ573216
UhhThere	AY314753
UhhTroph	FN650333
UhhVener	HE565359
VudSpe71	JX678846
VojSpe15	JX949238
NonSvalb	JQ396621
WsfMarit	AB576167
UhiCerte	AY271622
UhiEchin	EF536748
UhiSpec2	JF751052
UhiLater	AF052742
UhiSpeci	EU999955
UhiPalla	AJ575643
UhiTroit	AB080771
UhjChiti	KC136313
UhjXanth	AB500096
UhkCompo	AM229324
UhkSpec2	JN033774
XanSpeci	AM229325
UhkDongh	DQ411038
UhkMalth	DQ239766
UhkSpec6	KF746926
UhkSpeci	HQ698842
UhkOryzi	EU376961
UgvBac20	JQ807811
UhlAquae	M26631
UhlRecen	HQ833040
WsbBact2	KF245634
WsbBact3	KF245633
UhmRosea	AB529679
UhnBolid	AJ558133
UhnDerma	HE580230
UhnPisci	AB521998
UhoNason	AY264674
UhpAgili	X80748
UhpAlbus	AJ243421
UhpAlkal	AB248527
UhpSpeci	GQ227413
UhpSpec2	AM931709
UhpArdle	AJ551163
UhpArila	AJ609628
UhpAures	X83405
UhpSp278	KF150696
UhpBerge	AJ609630
UhpCaste	AJ639826
UhpChlor	AF102267
UhpCitre	X80737
UhpSpec3	D88211
UhpSpec4	GU784867
UhpCryot	GQ406812
UhpCryst	X80738
UhpCummi	X93354
UhpSpec6	HQ657321
UhpDeflu	AM409361
UhpSp385	JF421614
UhpSpec5	FN673551
UhpFlavu	AB537168
UhpGanda	AJ316140
UhpGango	AJ606061
UhpGlobi	X80736
UhpASol2	JX141781
UhpHalod	EU583729
UhpHisti	X83406
UhpHumic	AB279890
UhpIlici	X83407
UhpKergu	AJ606062
UhpKoree	AY116496
UhpS1091	KJ082091
UhpLivin	GQ406811
UhpLuteo	AJ243422
UhpMethy	AF235090
UhpMonum	AJ315070
UhpMysor	AJ617482
UhpSp502	KF479547
UhpNasip	AJ292364
UhpNicot	X80739
UhpNico2	X80743
UhpNiiga	AB248526
UhpNitro	AJ512504
UhpOryza	AB279889
UhpOxyda	X83408
UhpParie	AJ639830
UhpPasce	X80740
UhpPhena	AM176541
UhpPigme	AJ639827
UhpSp113	EU855749
UhpPolyc	X80741
